id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at,
10229,3,8,827666163933012000,0,Twitter Web Client,true,false,,,,,,,0,1269,,false,es,2017-02-03 23:52:45 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10231,3,8,827502454652678000,0,Twitter Web Client,true,false,,,,,,,0,1,,false,es,2017-02-03 13:02:14 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10234,3,8,827321897360753000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-03 01:04:45 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10241,3,8,826926828933747000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 22:54:54 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10244,3,8,826921981119439000,0,Twitter Web Client,true,false,,,,,,,0,20,,false,es,2017-02-01 22:35:38 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10237,3,8,826931929849143000,0,Twitter Web Client,true,false,,,,,,,0,28,,false,es,2017-02-01 23:15:10 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10247,3,8,826921334634602000,0,Twitter Web Client,true,false,,,,,,,0,17,,false,es,2017-02-01 22:33:04 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10251,3,8,826907508170228000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 21:38:07 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10253,3,8,826904281831899000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 21:25:18 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10258,3,8,826879052300562000,0,Twitter Web Client,true,false,,,,,,,0,6,,false,es,2017-02-01 19:45:03 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10256,3,8,826879193082364000,0,Twitter Web Client,true,false,,,,,,,0,3,,false,es,2017-02-01 19:45:36 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10261,3,8,826878927905948000,0,Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-02-01 19:44:33 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10264,3,8,826878898621252000,0,Twitter Web Client,true,false,,,,,,,0,19,,false,es,2017-02-01 19:44:26 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10233,3,8,827501767806091000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-03 12:59:30 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10238,3,8,827192326695088000,0,Twitter Web Client,true,false,,,,,,,0,12,,false,es,2017-02-02 16:29:53 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10240,3,8,826927431101604000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 22:57:17 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10242,3,8,826921985238323000,0,Twitter Web Client,true,false,,,,,,,0,19,,false,es,2017-02-01 22:35:39 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10235,3,8,827319129187242000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-03 00:53:45 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10243,3,8,827495904299082000,0,Twitter Web Client,true,false,,,,,,,0,77,,false,es,2017-02-03 12:36:12 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10246,3,8,826921980830052000,0,Twitter Web Client,true,false,,,,,,,0,19,,false,es,2017-02-01 22:35:38 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10254,3,8,826906403948397000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 21:33:44 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10260,3,8,826878913867612000,0,Twitter Web Client,true,false,,,,,,,0,18,,false,es,2017-02-01 19:44:30 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10265,3,8,826878858645365000,0,Twitter Web Client,true,false,,,,,,,0,19,,false,es,2017-02-01 19:44:17 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10263,3,8,826878975444210000,0,Twitter Web Client,true,false,,,,,,,0,24,,false,es,2017-02-01 19:44:45 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10272,3,8,826603263529189000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:29:10 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10268,3,8,826873995102392000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 19:24:57 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10275,3,8,826601852468941000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:23:33 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10274,3,8,826602176927642000,0,Twitter Web Client,true,false,,,,,,,0,40,,false,es,2017-02-01 01:24:51 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:09 +0000,
10279,3,8,826481222108996000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-31 17:24:13 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10285,3,8,826157750338122000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-30 19:58:51 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10287,3,8,825865943268094000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-30 00:39:19 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10248,3,8,826921774378008000,0,Twitter Web Client,true,false,,,,,,,0,17,,false,es,2017-02-01 22:34:49 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10249,3,8,826920032521376000,0,Twitter Web Client,true,false,,,,,,,0,22,,false,es,2017-02-01 22:27:53 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10250,3,8,826906288370090000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 21:33:16 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10252,3,8,826904428036948000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 21:25:53 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10255,3,8,826879226645189000,0,Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-02-01 19:45:44 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10257,3,8,826879144369779000,0,Twitter Web Client,true,false,,,,,,,0,3,,false,es,2017-02-01 19:45:25 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10262,3,8,826879024467214000,0,Twitter Web Client,true,false,,,,,,,0,5,,false,es,2017-02-01 19:44:56 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10259,3,8,826879340658954000,0,Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-02-01 19:46:12 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10266,3,8,826878642491969000,0,Twitter Web Client,true,false,,,,,,,0,24,,false,es,2017-02-01 19:43:25 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10269,3,8,826876434870329000,0,Twitter Web Client,true,false,,,,,,,0,15,,false,es,2017-02-01 19:34:39 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10271,3,8,826603394454286000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:29:41 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10273,3,8,826604424168604000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:33:46 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10276,3,8,826264417385976000,0,Twitter Web Client,false,false,,,,,,,0,1,,false,es,2017-01-31 03:02:43 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10278,3,8,826261783711212000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-31 02:52:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10281,3,8,826259268743623000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-01-31 02:42:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10286,3,8,826055457181749000,0,Twitter Web Client,true,false,,,,,,,0,42,,false,es,2017-01-30 13:12:23 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10283,3,8,826159888745296000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,tr,2017-01-30 20:07:21 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10288,3,8,825865669103219000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-30 00:38:14 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10277,3,8,826263768145470000,0,Twitter Web Client,false,false,,,,,,,0,3,,false,es,2017-01-31 03:00:08 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10280,3,8,826261252733288000,0,Twitter Web Client,false,false,,,,,,,0,1,,false,es,2017-01-31 02:50:08 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10282,3,8,826160177632121000,0,Twitter Web Client,true,false,,,,,,,0,3,,false,es,2017-01-30 20:08:30 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10284,3,8,826158001459458000,0,Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-01-30 19:59:51 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10290,3,8,825866133999850000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-30 00:40:04 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
2006,3,12,828065000000000000,0,Twitter for Android,true,false,,,,,,,0,10,,false,es,2017-02-05 02:17:52 +0000,2017-02-20 01:53:32 +0000,2017-02-20 01:53:31 +0000,
3050,3,6,828084000000000000,0,Twitter for iPhone,false,false,,,,,,,0,0,,false,es,2017-02-05 03:34:13 +0000,2017-02-20 01:53:46 +0000,2017-02-20 01:53:46 +0000,
3049,3,6,828091000000000000,0,Twitter for iPhone,true,false,,,,,,,0,17,,false,es,2017-02-05 04:01:50 +0000,2017-02-20 01:53:46 +0000,2017-02-20 01:53:46 +0000,
4224,3,10,828382000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 23:17:29 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4227,3,10,828383000000000000,0,Twitter Web Client,false,false,,,,,,,1,0,,false,en,2017-02-05 23:21:30 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4235,3,10,828219000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,5,,false,es,2017-02-05 12:29:10 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4229,3,10,828391000000000000,0,Twitter Web Client,true,false,,,,,,,0,3871,,false,en,2017-02-05 23:54:52 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4242,3,10,828048000000000000,0,Twitter for Windows Phone,false,false,,,,,,,0,0,,false,es,2017-02-05 01:11:03 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4240,3,10,828047000000000000,0,Twitter for Windows Phone,false,false,,,,,,,3,1,,false,en,2017-02-05 01:07:46 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4238,3,10,828050000000000000,0,Twitter for Windows Phone,false,false,,,,,,,0,0,,false,pt,2017-02-05 01:19:51 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4220,3,10,828392000000000000,0,Twitter Web Client,true,false,,,,,,,0,21334,,false,es,2017-02-05 23:57:53 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4223,3,10,828384000000000000,0,Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-02-05 23:23:36 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4225,3,10,828345000000000000,0,Twitter for Windows Phone,false,false,,,,,,,1,0,,false,und,2017-02-05 20:49:03 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4228,3,10,828262000000000000,0,Twitter for Windows Phone,false,false,,,,,,,0,0,,false,es,2017-02-05 15:19:32 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4231,3,10,828220000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,19,,false,es,2017-02-05 12:33:57 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4236,3,10,828219000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,5,,false,es,2017-02-05 12:29:05 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4233,3,10,828220000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,3,,false,es,2017-02-05 12:33:10 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4239,3,10,828048000000000000,0,Twitter for Windows Phone,false,false,,,,,,,4,3,,false,es,2017-02-05 01:11:46 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4241,3,10,828046000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,27,,false,es,2017-02-05 01:02:32 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4226,3,10,828272000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,496,,false,es,2017-02-05 16:00:22 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4230,3,10,828305000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,31,,false,es,2017-02-05 18:12:24 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4234,3,10,828219000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,49,,false,es,2017-02-05 12:29:51 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4232,3,10,828262000000000000,0,Twitter for Windows Phone,false,false,,,,,,,0,0,,false,und,2017-02-05 15:19:46 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4237,3,10,828196000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,12,,false,es,2017-02-05 10:58:33 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4243,3,10,828042000000000000,0,Twitter for Windows Phone,false,false,,,,,,,0,0,,false,en,2017-02-05 00:46:22 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4248,3,10,828062000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,11,,false,es,2017-02-05 02:04:40 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
4244,3,10,828041000000000000,0,Twitter for Windows Phone,true,false,,,,,,,0,22,,false,es,2017-02-05 00:43:54 +0000,2017-02-20 01:53:59 +0000,2017-02-20 01:53:59 +0000,
5026,3,5,828083000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:27:39 +0000,2017-02-20 01:54:09 +0000,2017-02-20 01:54:09 +0000,
6075,3,2,828326000000000000,0,Twitter Web Client,true,false,,,,,,,0,7,,false,es,2017-02-05 19:34:21 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6082,3,2,828272000000000000,0,Twitter Web Client,true,false,,,,,,,0,8,,false,es,2017-02-05 16:00:54 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6084,3,2,828107000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-02-05 05:05:21 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6085,3,2,828260000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 15:12:48 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6091,3,2,828068000000000000,0,Twitter Web Client,false,false,,,,,,,2,0,,false,es,2017-02-05 02:30:17 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6077,3,2,828297000000000000,0,Twitter Web Client,true,false,,,,,,,0,6,,false,es,2017-02-05 17:40:36 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6081,3,2,828073000000000000,0,Twitter Web Client,true,false,,,,,,,0,347,,false,es,2017-02-05 02:49:54 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6093,3,2,828065000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 02:16:27 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6074,3,2,828326000000000000,0,Twitter Web Client,true,false,,,,,,,0,42,,false,es,2017-02-05 19:34:42 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6079,3,2,828297000000000000,0,Twitter Web Client,true,false,,,,,,,0,49,,false,und,2017-02-05 17:40:45 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6080,3,2,828259000000000000,0,Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-02-05 15:08:12 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6083,3,2,828107000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 05:05:45 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6086,3,2,828067000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 02:27:14 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6087,3,2,828066000000000000,0,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-02-05 02:23:29 +0000,2017-02-20 01:54:21 +0000,2017-02-20 01:54:21 +0000,
6988,3,4,828289000000000000,0,Twitter Web Client,true,false,,,,,,,0,8,,false,en,2017-02-05 17:07:59 +0000,2017-02-20 01:54:32 +0000,2017-02-20 01:54:32 +0000,
8031,3,3,828360000000000000,0,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-05 21:48:14 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8032,3,3,828358000000000000,0,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-05 21:41:53 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8035,3,3,828357000000000000,0,Twitter for Android,true,false,,,,,,,0,673,,false,es,2017-02-05 21:36:02 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8037,3,3,828338000000000000,0,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-05 20:23:33 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8039,3,3,828287000000000000,0,Twitter Web Client,false,false,,,,,,,3,0,,false,es,2017-02-05 17:00:07 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8042,3,3,828117000000000000,0,Twitter Web Client,true,false,,,,,,,0,5,,false,es,2017-02-05 05:43:27 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8044,3,3,828038000000000000,0,Spotify,false,false,,,,,,,1,0,,false,en,2017-02-05 00:29:48 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8029,3,3,828360000000000000,0,Twitter for Android,false,false,,,,,,,1,0,,false,es,2017-02-05 21:51:35 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8033,3,3,828358000000000000,0,Twitter for Android,true,false,,,,,,,0,18,,false,en,2017-02-05 21:42:54 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8038,3,3,828323000000000000,0,Twitter for Android,true,false,,,,,,,0,7,,false,es,2017-02-05 19:23:39 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8043,3,3,828065000000000000,0,Spotify,false,false,,,,,,,0,0,,false,en,2017-02-05 02:16:27 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8046,3,3,828043000000000000,0,Spotify,false,false,,,,,,,0,0,,false,en,2017-02-05 00:48:56 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8030,3,3,828360000000000000,0,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-05 21:48:31 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8036,3,3,828337000000000000,0,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-05 20:19:37 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8040,3,3,828285000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 16:52:39 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8034,3,3,828357000000000000,0,Twitter for Android,true,false,,,,,,,0,1482,,false,es,2017-02-05 21:38:01 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8041,3,3,828119000000000000,0,Spotify,false,false,,,,,,,0,0,,false,es,2017-02-05 05:50:14 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
8047,3,3,828100000000000000,0,Spotify,false,false,,,,,,,0,0,,false,es,2017-02-05 04:38:01 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000,
10187,3,8,828378000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 23:01:26 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10190,3,8,828353000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 21:21:32 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10195,3,8,828241000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 13:57:54 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10198,3,8,828090000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:55:26 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10204,3,8,828090000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:57:37 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10201,3,8,828081000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:20:15 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10194,3,8,828352000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 21:19:48 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10193,3,8,828352000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 21:18:22 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10202,3,8,828079000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:13:00 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10191,3,8,828352000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 21:18:45 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10189,3,8,828354000000000000,0,Twitter Web Client,true,false,,,,,,,0,1003,,false,es,2017-02-05 21:27:22 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10199,3,8,828083000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:28:15 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10200,3,8,828081000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:19:12 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10196,3,8,828352000000000000,0,Twitter Web Client,true,false,,,,,,,0,11,,false,es,2017-02-05 21:17:57 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10205,3,8,828077000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:05:00 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10210,3,8,828082000000000000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-05 03:25:04 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10203,3,8,828078000000000000,0,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-02-05 03:10:41 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10197,3,8,828241000000000000,0,Twitter Web Client,false,false,,,,,,,6,7,,false,es,2017-02-05 13:56:20 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
